(Intercept),pitch_typeCU,pitch_typeFA,pitch_typeFC,pitch_typeSI,pitch_typeSL,three_plus,batter_stanceR,pitcher_throwsR,strikes,balls,outs,pitch_plate_location_x,pitch_plate_location_z,pitch_initial_speed,pitch_arc_break_x,pitch_arc_break_z,pitch_spin_rate,inning,top_of_inning,pitch_per_atbat,home_team_runs,away_team_runs
1.7786300941710151,-0.15808227512002995,0.442546992144763,0.264123218999246,0.776020150515975,-0.13409644996208792,0.11494830136307567,-0.03051776921911269,0.05822690557875912,-0.029982852499009997,0.049240941442392,-0.06522030255870881,-0.10103353775958568,0.18144344638797508,-0.0223683856736712,0.007514234283244004,-0.00819939466858247,-1.0199589874866009e-4,-0.03135045996191242,-0.02038069557160776,0.023191530219664674,0.003281002595349784,0.008423065052155522
1.6239159532200937,-0.16115169406467472,0.4382409636946574,0.24234010914428714,0.7722113671041473,-0.15945570100748654,0.10295455744691465,-0.021440307575394318,0.05011204272817225,-0.036119363719957484,0.0538833856378217,-0.06508644236799341,-0.08812444463668336,0.1785924159513564,-0.020766691177248064,0.008171581710409204,-0.008925354922665524,-1.0691124729501001e-4,-0.02737086887343739,-0.01499709323776181,0.02726547161704284,0.005642758179306401,0.008792613590471532
1.8205987298401078,-0.11505697792879377,0.4255893047737401,0.23330014780555655,0.7636669270192941,-0.13532470543350875,0.10806138644661399,-0.026926038598843894,0.074184659630366,-0.04540125031867057,0.04617274500209197,-0.0681244660614522,-0.09046815416941428,0.19171547457524232,-0.023176070493196973,0.00871586048578662,-0.005634924646032257,-9.454522985788958e-5,-0.030846311915228727,-0.02611682028438769,0.029869877520156178,0.006648941024263462,0.009081113853356271
1.560074773705421,-0.1536107266974875,0.4349576822464575,0.24308039533071682,0.7588263870543358,-0.13566160782042974,0.10166194160138511,-0.026264165413406385,0.054046574104154824,-0.04927765889412402,0.041009183106165005,-0.07147529980436766,-0.08768752469090232,0.1945432768524425,-0.020825949679864078,0.010223420192622647,-0.012471898888321351,-9.02170299455929e-5,-0.02800050681992815,-0.024615536234837393,0.03200055603455678,0.007860438896481916,0.009823111319935499
1.4817281179689163,-0.14784102062237872,0.4211927176777947,0.24593811428607557,0.7410208498471531,-0.13406586012967606,0.09916932317164674,-0.015266859711212234,0.06643758596372691,-0.043422673207683976,0.04730894112056603,-0.0697261476657171,-0.08694080741741508,0.19569143147634926,-0.0201663334147694,0.010433153457858984,-0.012731505012429218,-8.025746320648706e-5,-0.031121433766827866,-0.026669483032028676,0.028913373011534054,0.007278922676885984,0.008310389573487247
1.3148754946253334,-0.15743200215512904,0.4253004009849995,0.2259211051653448,0.7379601037435239,-0.1285275058057585,0.11847308555154419,-0.012179562155218,0.08175297159057042,-0.03927679376842381,0.043893945073167726,-0.06590177788145792,-0.10622522368125167,0.19463688232905862,-0.018527498191402224,0.011421366965113252,-0.016076455056837656,-9.321077265099493e-5,-0.030947441281057843,-0.030810293611295274,0.03152051996437275,0.005990227489472557,0.009925340776165699
1.5089733134236352,-0.1666797500146478,0.3961018190103518,0.1918592912667831,0.7198608019051549,-0.15990718196274636,0.1159327415085918,-0.024513928109626833,0.0813622885611289,-0.0359221203475883,0.05130413474864754,-0.06854505236833193,-0.0960711168447032,0.195829336638069,-0.02001406959131222,0.005031654984988433,-0.010065251495762125,-9.134132058463614e-5,-0.031671325932546526,-0.019523548925617674,0.02950398890983889,0.003780980081140904,0.012373435656950076
1.6272206085758507,-0.17269062818118094,0.4406865122826115,0.2395461921940112,0.7726951967312532,-0.14512366307279323,0.11714003183968792,-0.0034951661606451197,0.07834655950607088,-0.02765249000893046,0.05428087665296163,-0.06423759107566425,-0.094462975469562,0.19017973079910042,-0.021583741551137504,0.006315679938897,-0.011049646933407162,-9.872368238274506e-5,-0.03278527085355266,-0.01309747520651141,0.025018611979142732,0.006359575478529422,0.011714739086977698
1.7447479012852933,-0.17231082432364273,0.4288178725481461,0.2325302917846205,0.7722739441905502,-0.12757616190097631,0.12475732021519478,-0.008663155641369774,0.07157157450607816,-0.03981886634076975,0.0410100952119093,-0.06546559789881026,-0.09068764166452149,0.1937636070812716,-0.02296732591181112,0.006347163914600133,-0.008206371633860336,-9.364300648766078e-5,-0.03084583484973629,-0.007800732301674235,0.03423571588876772,0.008427793972484169,0.0087091222770138
1.6591375888718995,-0.15041413879527105,0.3960738284178704,0.22549964770786765,0.7466672756142946,-0.12522792088489942,0.11074419071745636,0.003435072723649295,0.06694932023509757,-0.05675055775304957,0.028302836113544,-0.0629274944857162,-0.09413341630100103,0.19461607939139058,-0.0218473719332244,0.0073953579356672685,-0.005858869632918369,-8.504819010311338e-5,-0.030805350953650616,-0.005932079418227589,0.042914232050645665,0.0066660352728497695,0.007275998620143907
